Product	EMA	FDA	EN	Other	WHO	Year	Generic	DrugBank ID	ATC	ChEMBL	Indications	Targets	Last Update	
Glofitamab	Y	Y	N		N	2023	N	<a href="https://go.drugbank.com/drugs/DB16371">DB16371</a>	L01FX28	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/ CHEMBL4298092"> CHEMBL4298092</a>	Diffuse Large B-Cell Lymphoma (DLBCL), Large B Cell Lymphoma, Primary Mediastinal (Thymic) Large B Cell Lymphoma (PMBCL), Refractory Diffuse Large B Cell Lymphoma (DLBCL), Refractory Diffuse Large B-Cell Lymphoma, Not Otherwise Specified, Relapsed Diffuse Large B-cell Lymphoma (DLBCL), Relapsed or Refractory Diffuse Large B Cell Lymphoma (DLBCL), Relapsed Diffuse Large B-Cell Lymphoma, Not Otherwise Specified	CD3E; MS4A1; CD3G; CD3D	2024-07-24	
Goserelin	N	Y	Y		N	1989	N	<a href="https://go.drugbank.com/drugs/DB00014">DB00014</a>	L02AE03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201247">CHEMBL1201247</a>	Advanced Breast Cancer; Early Breast Cancer; Advanced carcinoma of the prostate; Stage M1 hormone dependent carcinoma of the prostate; Stage T2b carcinoma of the prostate; Stage T2c carcinoma of the prostate; Stage T3 carcinoma of the prostate; Stage T4 carcinoma of the prostate	ESR1; LHCGR; MYOD1; GNRHR; SLCO1B1; GNRH1; ESR2; GSR; PGR	2024-07-24	
Histamine dihydrochloride	Y	Y	N		N	1939	N	<a href="https://go.drugbank.com/drugs/DB05381">DB05381</a>	L03AX14	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL90">CHEMBL90</a>	Acute Myeloid Leukaemia	AMD1; HRH2; UBE2K; HRH3; GLUD1P3; HRH1; EHMT2; AMELX; SLC29A4; HRH4; GAPDH; USP1; LMNA	2024-07-24	
Histrelin	N	Y	N		N	1991	N	<a href="https://go.drugbank.com/drugs/DB06788">DB06788</a>	L02AE05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201255">CHEMBL1201255</a>	Advanced Prostate Cancer	GNRHR; GNRHR2	2024-02-07	
Hydroxyurea	N	Y	N		N	1967	Y	<a href="https://go.drugbank.com/drugs/DB01005">DB01005</a>	L01XX05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL467">CHEMBL467</a>	Essential Thrombocythemia (ET); Head and Neck Carcinoma; Melanomas; Ovarian Cancer Metastatic; Polycythemia Vera (PV); Chronic, refractory Myeloid Leukemia; Inoperable Ovarian cancer	BLM; PTH; DNMT1; EIF4E; JAK2; TET2; ABL1; MAP3K5; DUSP1; GBA1LP; RRM1; CP; HRAS; ASS1; SIN3A; CYP3A4; NIPSNAP2; KLF4; RRM2B; RRM2; DNTT	2024-07-25	
Ibritumomab Tiuxetan	Y	Y	N		N	2002	N	<a href="https://go.drugbank.com/drugs/DB00078">DB00078</a>	V10XX02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201606">CHEMBL1201606</a>	Follicular Non-Hodgkin&#39;s Lymphoma; Follicular Non-Hodgkin&#39;s Lymphoma Refractory	GATM; MS4A1	2024-07-24	
Ibrutinib	Y	Y	N		N	2013	N	<a href="https://go.drugbank.com/drugs/DB09053">DB09053</a>	L01EL01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1873475">CHEMBL1873475</a>	Chronic Lymphocytic Leukaemia (CLL); Mantle Cell Lymphoma (MCL); Waldenstrom&#39;s Macroglobulinemia (WM)	CSF3R; BTK; ATM; EGFR; PLCG2; EPHX2; EPHB3; FLT3; MS4A2; MYD88; EFNA1; EEGV1; LYN; ERBB2; EPS15; PIM1; FGR; YES1; MYC; EFNB2; EN1; TEC; FKBP1AP3; TP53; CYP2D6; ERBB4; DXO; ENO2; BMX; EPHA8; SMAD3; BLK; ENUR2	2024-07-24	
Idarubicin	N	Y	Y		N	1990	Y	<a href="https://go.drugbank.com/drugs/DB01177">DB01177</a>	L01DB06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1117">CHEMBL1117</a>	Acute Myeloid Leukemia (AML)	CBX1; CBR3; CYP2E1; CSF2; POLH; RAPGEF3; FLT3; POLB; SLCO1B1; ETV6; POLI; NQO1; TOP2A; SULT2B1; THRB; ATAD5; FEN1; KCNH2; MPHOSPH8; APEX1; EHMT2; ABCB1; ATXN2; WRN; DRD1; IDH1; MTOR; ERG; PPARD; NT5C3A; HTT; AR; NCF4; USP1; BLM; RECQL; quinone dehydrogenase 2; SLC22A12; DCK; MAPT; BRD10; ADH1A; POLK; RAC2; PLK1; DNMT3A; CYBA; RAPGEF4	2024-07-24	
Idecabtagene Vicleucel	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16665">DB16665</a>	L01XL07	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298199">CHEMBL4298199</a>	Refractory Multiple Myeloma, Relapsed Multiple Myeloma	TNFRSF17	2024-02-07	
Idelalisib	Y	Y	N		N	2014	N	<a href="https://go.drugbank.com/drugs/DB09054">DB09054</a>	L01EM01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2216870">CHEMBL2216870</a>	Relapsed Chronic Lymphocytic Leukemia; Relapsed Small Lymphocytic Lymphoma; Relapsed follicular B-cell non-Hodgkin lymphoma	PIK3CA; PIK3CD; F5; PIK3CB; BRAF; TP53; PTEN; F7; F7R	2024-07-24	
Ifosfamide	N	Y	Y		Y	1988	Y	<a href="https://go.drugbank.com/drugs/DB01181">DB01181</a>	L01AA06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1024">CHEMBL1024</a>	Cancer, Bladder; Cervical Cancers; Ewing&#39;s Sarcoma; Head and Neck Carcinoma; Lymphoma, Hodgkins; Malignant Neoplasm of Pancreas; Non-Hodgkin&#39;s Lymphoma (NHL); Ovarian Cancer; Sarcoma, Osteogenic; Small Cell Lung Cancer (SCLC); Soft Tissue Sarcoma (STS); Testicular Germ Cell Cancer; Advanced thymic carcinoma	TERC; KLC3; IL6; CYP2A6; DNMT1; GSTP1; TP53; ALDH1A1; CYP2B6; ERCC2; ALK; HSPA4; NR1I2; MGMT	2024-07-24	
Imatinib	Y	Y	N		Y	2001	Y	<a href="https://go.drugbank.com/drugs/DB00619">DB00619</a>	L01EA01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL941">CHEMBL941</a>	Chordomas; Chronic Eosinophilic Leukemia (CEL); Chronic Myeloid Leukemia (CML); Desmoid Tumors; FIP1L1-PDGFRa fusion kinase status unknown Chronic eosinophilic leukemia; Metastatic Gastrointestinal Stromal Tumor; Metastatic Melanoma; Myelodysplastic Syndromes (MDS); Refractory Acute Lymphoblastic Leukemia; Metastatic Dermatofibrosarcoma protuberans; Newly diagnosed Acute Lymphoblastic Leukaemia; Newly diagnosed, chronic phase Chronic myeloid leukemia; Recurrent Dermatofibrosarcoma protuberans; Refractory, accelerated phase Chronic myeloid leukemia; Refractory, blast crisis Chronic myeloid leukemia; Refractory, chronic phase Chronic myeloid leukemia; Systemic mastocytosis with associated hematological neoplasm; Unresectable Gastrointestinal stromal tumor	KRAS; PDGFRA; CSF1R; ABL1; PDGFB; ABCG2; ABCB1; BCR; PDGFRB; ATIC; RET; FLT3; NTRK1; CTNNB1; HCK; CYP2F1; PIK3CG; PRKCH; IDH1; IKZF1; DUSP1; ABCB4; ABI1; FGF2; CYP2B6; RAD52; ABCC4; BCL2L11; ABL2; IRAK1; EGFR; SMAD3; UGT2A1; XIAP; MYC; FIP1L1; ULK3; JAK2; SLC2A4; SFN; RCSD1; CLK4; BRAF; ABCA3; FRK; SLC19A1; TAOK1; CYP3A5; EYA2; ALK; SYK; CD40LG; NF2; HGF; PVT1; ARID5B; SLCO1A2; YES1; NF1; RUNX1; CSF3R; quinone dehydrogenase 2; DDR1; CD274; PTEN; BIRC5; GSTT1; LCK; CHST1; MAPK10; CYP3A4; DUSP2; LYN; RUNDC3B; KIT	2024-07-25	
Imiquimod	Y	Y	N		N	1997	Y	<a href="https://go.drugbank.com/drugs/DB00724">DB00724</a>	D06BB10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1282">CHEMBL1282</a>	Superficial Basal Cell Carcinoma	TLR7; IFNA1; SARDH; GMNN	2024-07-25	
Infigratinib	N	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB11886">DB11886</a>	L01EN03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1852688">CHEMBL1852688</a>	Unresectable, locally advanced Cholangiocarcinomas, Unresectable, metastatic Cholangiocarcinomas	FGFR1; KIT; FGFR3; FGFR4; PIK3R2; PIK3R4; NRAS; DRD2; FGFR2; PIK3C2G; MTOR; SLC26A3; PIK3CB; PIK3CG; PIK3R6; DPYSL2; PIK3CD; PTEN; PIK3C2B; PIK3C3; DR1; PIK3R1; PIK3CA; PIK3R3; PIK3R5; PIK3C2A; DPYSL3	2024-07-24	
Inotuzumab Ozogamicin	Y	Y	N		N	2017	N	<a href="https://go.drugbank.com/drugs/DB05889">DB05889</a>	L01FB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2108611">CHEMBL2108611</a>	Refractory B-cell precursor acute lymphoblastic leukemia; Relapsed B cell precursor Acute lymphoblastic leukemia	ABL1; GNG4; CD22; BCR	2024-07-24	
Interferon Alfa-2b	Y	Y	N		N	1986	N	<a href="https://go.drugbank.com/drugs/DB00105">DB00105</a>	L03AB05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201558">CHEMBL1201558</a>	Hairy Cell Leukemia (HCL); Kaposi&#39;s sarcoma; Melanoma, Malignant	IFNAR1; IFNAR2; ITPA; IL18; TGFB1; IL6; IFNL4; IFNG; IFNA2; TP53; FTO; CSF2; EIF2AK2; BAX	2024-07-24	
Iobenguane I-131	N	Y	N		N	1994	N	<a href="https://go.drugbank.com/drugs/DB06704">DB06704</a>	V09IX01; V09IX02; V10XA02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1615779">CHEMBL1615779</a>	Metastatic Pheochromocytoma; Metastatic Neuroblastoma; Primary Neuroblastomas; Primary Pheochromocytomas; Unresectable, locally advanced iobenguane-scan positive Paraganglioma; Unresectable, locally advanced iobenguane-scan positive Pheochromocytomas; Unresectable, metastatic iobenguane-scan positive Paraganglioma; Unresectable, metastatic iobenguane-scan positive Pheochromocytomas	SLC6A2; TH	2024-07-24	
Ipilimumab	Y	Y	N		N	2011	N	<a href="https://go.drugbank.com/drugs/DB06186">DB06186</a>	L01FX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1789844">CHEMBL1789844</a>	Advanced Renal Cell Carcinoma; Cutaneous Melanoma; Hepatocellular Carcinoma; Metastatic Melanoma; Unresectable Melanoma; Metastatic MSI-H/dMMR colorectal cancer	NRAS; MLH1; TP53; CD274; GLRB; BRAF; ALK; ATM; PTEN; POLE; POLD1; HLA-A; MSH6; MSH2; MDM2; B2M; PMS2; EGFR; CTLA4; PBRM1	2024-07-24	
Irinotecan	N	Y	Y		Y	1996	Y	<a href="https://go.drugbank.com/drugs/DB00762">DB00762</a>	L01CE02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL481">CHEMBL481</a>	Esophageal Cancers; Ewing&#39;s Sarcoma; Glioblastomas; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Metastatic Colorectal Carcinoma; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Recurrent, IV-B Cervical cancer; Recurrent, metastatic Colorectal carcinoma; Refractory, metastatic Pancreatic adenocarcinoma	RALBP1; AREG; E2F1; NRAS; UGT1A10; MAPK10; BCHE; TGFB1; TYMSOS; TOP1; BRAF; UGT1A1; ABCC4; KRAS; SYNE3; UGT1A; PIN1; SLCO1B3; AR; CES2; TYMS; ABCG1; CSPG4; ERBB2; SEMA3C; NAT2; XRCC3; TOP1MT; TP53; PIK3CA; RUNX3; GSTM1; CES1; ABCC5; ATM; GSTP1; ABCC1; HSD17B10; FGFR3; MGMT; KLC1; SHMT1; MTHFR; RAD50; UGT1A8; TDP1; DKK1; PDGFRB; RGS5; C8orf34; KCNQ5; BIRC5; UBE2I; ISG15; ALK; PLCB1; PDZRN3; SLC19A1; CDKN1A; TGFBR2; DCBLD1; MAP2K1; CD274	2024-07-24	
Irinotecan Liposome	Y	Y	N		N	1996	Y	<a href="https://go.drugbank.com/drugs/DB00762">DB00762</a>	L01XX19	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL481">CHEMBL481</a>	Esophageal Cancers; Ewing&#39;s Sarcoma; Glioblastomas; Malignant Neoplasm of Pancreas; Malignant Neoplasm of Stomach; Metastatic Colorectal Carcinoma; Non-Small Cell Lung Carcinoma (NSCLC); Ovarian Cancer; Rhabdomyosarcomas; Small Cell Lung Cancer (SCLC); Recurrent, IV-B Cervical cancer; Recurrent, metastatic Colorectal carcinoma; Refractory, metastatic Pancreatic adenocarcinoma	RALBP1; AREG; E2F1; NRAS; UGT1A10; MAPK10; BCHE; TGFB1; TYMSOS; TOP1; BRAF; UGT1A1; ABCC4; KRAS; SYNE3; UGT1A; PIN1; SLCO1B3; AR; CES2; TYMS; ABCG1; CSPG4; ERBB2; SEMA3C; NAT2; XRCC3; TOP1MT; TP53; PIK3CA; RUNX3; GSTM1; CES1; ABCC5; ATM; GSTP1; ABCC1; HSD17B10; FGFR3; MGMT; KLC1; SHMT1; MTHFR; RAD50; UGT1A8; TDP1; DKK1; PDGFRB; RGS5; C8orf34; KCNQ5; BIRC5; UBE2I; ISG15; ALK; PLCB1; PDZRN3; SLC19A1; CDKN1A; TGFBR2; DCBLD1; MAP2K1; CD274	2024-07-24	
Isatuximab	Y	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB14811">DB14811</a>	L01FC02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3545131">CHEMBL3545131</a>	Multiple Myeloma (MM)	GMPR	2024-07-24	
Ivosidenib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14568">DB14568</a>	L01XX62	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989958">CHEMBL3989958</a>	Newly diagnosed, refractory or relapsed Acute Myeloid Leukemia; Relapsed or refractory Myelodysplastic Syndromes with IDH1 mutation; Locally Advanced or Metastatic Cholangiocarcinoma with IDH1 mutation	IDH2; GPX1P2; IDH1	2024-07-24	
Ixabepilone	N	Y	N		N	2007	N	<a href="https://go.drugbank.com/drugs/DB04845">DB04845</a>	L01DC04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201752">CHEMBL1201752</a>	Locally Advanced Breast Cancer (LABC); Metastatic Breast Cancer	ESR1; TUBB; ERBB2; TUBA1C; TUBB2B; TUBA3C; TUBB1; TUBA4A; PGR; TUBB8; TUBA1B; TUBB3; TUBA1A; TUBB2A; ESR2; CYP3A4; TUBA3E; TUBB4B; TUBB4A; TUBB6; TUB; GCF1	2024-07-24	
Ixazomib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09570">DB09570</a>	L01XG03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2141296">CHEMBL2141296</a>	Multiple Myeloma (MM)	PSMD6; PSMC3; PSMD13; PSMB4; PSMA4; PSMB7; PSMC6; PSMA3; PSMD3; PSMB2; PSMA1; FRA6F; PSMD2; SEM1; ADRM1; PSMB3; PSMD4; PSMA2; PSMA5; PSMD8; TP53; PSMB10; PSMB5; PSMA7; PSMD14; PSMC1; PSMC5; PSMD12; PSMA8; PSMD1; ALK; EML4; PSMB6; PSMB8; PSMC2; PSMD11; PSMB1; PSMC4; PSMA6; PSMD7; PSMB11; PSMB9	2024-07-24	
Lanreotide	N	Y	Y		N	2007	Y	<a href="https://go.drugbank.com/drugs/DB06791">DB06791</a>	H01CB03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201185">CHEMBL1201185</a>	Unresectable, locally advanced enteropancreatic neuroendocrine tumors; Unresectable, locally advanced gastroenteropancreatic neuroendocrine tumors; Unresectable, metastatic enteropancreatic neuroendocrine tumors; Unresectable, metastatic gastroenteropancreatic neuroendocrine tumors	SSTR2; SSTR5; AQP2; EDN1; SSTR1; SHROOM2; FASLG	2024-07-25	
Lapatinib	Y	Y	N		N	2007	Y	<a href="https://go.drugbank.com/drugs/DB01259">DB01259</a>	L01EH01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL554">CHEMBL554</a>	Metastatic Breast Cancer; Refractory, advanced Breast cancer; Refractory, metastatic Breast cancer	RET; EN1; EGFR; ERBB3; YES1; PTEN; ESR1; HLA-A; ERBB2; PIK3CA; ERBB4; PGR; ESR2; BRAF; DXO; CYP3A4; EEF2K; CDKN1B; HLA-B; MET; KRAS; HLA-DRB1; CCND1; AURKB; HLA-C; NRG1; BIRC5; CYP3A5; NF2; ABCB11; HLA-DQA1	2024-07-24	
Larotrectinib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB14723">DB14723</a>	L01EX12	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3889654">CHEMBL3889654</a>	NTRK1 Fusion Positive; NTRK2 Fusion Positive; NTRK3 Fusion Positive	NTRK1; NTRK3; NTRK2; DRD5P1	2024-07-24	
Lenalidomide	Y	Y	N		Y	2005	Y	<a href="https://go.drugbank.com/drugs/DB00480">DB00480</a>	L04AX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL848">CHEMBL848</a>	Chronic Lymphocytic Leukemia (CLL) - Refractory; Follicular Lymphoma (FL); Mantle Cell Lymphoma (MCL); Marginal Zone Lymphoma (MZL); Multiple Myeloma (MM); Myelodysplastic Syndrome; Refractory Diffuse Large B Cell Lymphoma	TNFSF11; RBX1; VEGFC; VEGFB; CUL4A; DDB1; KDR; TP53; TNF; CTNNB1; VEGFA; CRBN; FGF2	2024-07-25	
Lenvatinib	Y	Y	N		N	2015	N	<a href="https://go.drugbank.com/drugs/DB09078">DB09078</a>	L01EX08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1289601">CHEMBL1289601</a>	Advanced Renal Cell Carcinoma; Locally recurrent radioactive iodine-refractory Thyroid cancer; Metastatic radioactive iodine-refractory Thyroid cancer; Progressive radioactive iodine-refractory Thyroid cancer	DRD2; PDGFRB; FLT4; RET; FGFR1; FLT1; KDR; FGFR2; KIT; YES1; PDGFRA; NRAS; CYP3A5; CYP3A4; CYP3A; ABCG2; BRAF; DRD3	2024-07-24	
Letrozole	N	Y	Y		N	1997	Y	<a href="https://go.drugbank.com/drugs/DB01006">DB01006</a>	L02BG04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1444">CHEMBL1444</a>	Advanced Breast Cancer; Early Breast Cancer; Ovarian Epithelial Cancer; Advanced HR + HER2 - breast cancer; Metastatic HR + HER2 - breast cancer	CDKN2A; CTNNB1; PGR; ESR1; CYP2A6; SFTPA1; PIK3CA; CPD; RB1; CCDC148; CYP1B1; PTEN; MMP2; CYP3A4; KIT; CYP19A1; ERBB2; ZNF613	2024-07-25	
Leuprolide	N	Y	N		N	1985	Y	<a href="https://go.drugbank.com/drugs/DB00007">DB00007</a>	L02AE51; L02AE02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201199">CHEMBL1201199</a>	Advanced Prostate Cancer	CYP2C19; CYP2C9; SMAD3; MMP1; GNRHR; CYP2D6; GNRH1; CYP1A2; AR; CYP3A4	2024-07-24	
Lifileucel	N	Y	N		N	2024	N	<a href="https://go.drugbank.com/drugs/DB17107">DB17107</a>	L01XL11	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4298200">CHEMBL4298200</a>	Unresectable or metastatic melanoma		2024-04-24	
Lisocabtagene Maraleucel	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16582">DB16582</a>	L01XL08	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297236">CHEMBL4297236</a>	Grade 3b Follicular Lymphoma; High-grade B-cell Lymphoma (HGBCL); Primary mediastinal large B-cell lymphomas; Refractory Diffuse Large B Cell Lymphoma; Refractory Large B-cell Lymphoma; Relapsed Large B-cell Lymphoma; Relapsed, Diffuse Large B-cell Lymphoma,  Relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL)	CD19	2024-07-24	
Lomustine	N	Y	Y		N	1976	N	<a href="https://go.drugbank.com/drugs/DB01206">DB01206</a>	L01AD02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL514">CHEMBL514</a>	Primary Brain Tumors; Refractory Hodgkin Lymphoma; Tumors Metastatic to Brain	IDH1; MGMT; ADK; EGFR	2024-07-24	
Loncastuximab Tesirine	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16222">DB16222</a>	L01FX22	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297778">CHEMBL4297778</a>	Refractory Large B-cell Lymphoma, Relapsed Large B-cell Lymphoma	CD19	2024-02-07	
Lorlatinib	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB12130">DB12130</a>	L01ED05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3286830">CHEMBL3286830</a>	Progressive, metastatic Anaplastic lymphoma kinase-positive Metastatic Non-Small Cell Lung Cancer	EML4; ROS1; FGFR1; ENO1; ALK; PIK3CA; NRAS; HRAS; RB1; TP53; BRAF; DTX1; HBEGF	2024-07-24	
Lu 177-Dotatate	Y	Y	N		N	2018	N	<a href="https://go.drugbank.com/drugs/DB13985">DB13985</a>	V10XX04	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL3989924">CHEMBL3989924</a>	Gastroenteropancreatic Neuroendocrine Tumors	SSTR1; SSTR5; SSTR3; SSTR2; SSTR4	2024-07-24	
Lurbinectedin	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB12674">DB12674</a>	L01XX69	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4297516">CHEMBL4297516</a>	Metastatic Small Cell Lung Cancer		2020-09-17	
Lutetium Lu 177 Vipivotide Tetraxetan	Y	Y	N		N	2022	N	<a href="https://go.drugbank.com/drugs/DB16778">DB16778</a>	V10XX05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4594406">CHEMBL4594406</a>	Metastatic Castration Resistant Prostate Cancer (CRPC)	FOLH1	2024-02-07	
Margetuximab	N	Y	N		N	2020	N	<a href="https://go.drugbank.com/drugs/DB14967">DB14967</a>	L01FD06	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL2364649">CHEMBL2364649</a>	HER2-positive Metastatic Breast Cancer	EN1	2024-07-24	
Mechlorethamine	Y	Y	N		N	1949	N	<a href="https://go.drugbank.com/drugs/DB00888">DB00888</a>	L01AA05	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL427">CHEMBL427</a>	Carcinoma, Bronchogenic; Chronic Lymphocytic Leukaemia (CLL); Hodgkins Disease (HD); Lymphoma, Diffuse; Mycosis Fungoides (MF); Polycythemia Vera (PV); Stage I Mycosis Fungoides; Malignant effusion	MMP2; GSR; GSTP1; CXCR2; NOS1; BAX; ERBB2; MT-CO1; XRCC1; TSHB; CSF2	2024-07-24	
Medroxyprogesterone	N	Y	Y		N	1959	Y	<a href="https://go.drugbank.com/drugs/DB00603">DB00603</a>	G03DA02; G03AC06; L02AB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL717">CHEMBL717</a>	Metastatic Renal Cell Carcinoma; Metastatic Endometrial carcinoma	BAX; PGR; VDR; MMP1; CYP1B1; ESR1; CYP3A5	2024-07-24	
Megestrol Acetate	N	Y	Y		N	1971	Y	<a href="https://go.drugbank.com/drugs/DB00351">DB00351</a>	G03DB02; G03AC05; L02AB01	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1201139">CHEMBL1201139</a>	Advanced Breast Cancer; Advanced Endometrial Cancer	ESR1; ABCB1; AR; PGR; IL2RA; KLK3; NPSR1; IL15; NFE2L2	2024-07-25	
Melphalan	N	Y	Y		Y	1964	Y	<a href="https://go.drugbank.com/drugs/DB01042">DB01042</a>	L01AA03	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL852">CHEMBL852</a>	Multiple Myeloma (MM); Ovarian Epithelial Cancer; Severe Hodgkin Lymphoma	CTLA4; ABCB1; IFNG; MGMT; RORC; POLR1G; ABL1; SLC7A5; FANCC; NFE2L2; OPLAH; ABCC1; CDKN1A; CDK12; CYP3A4; NR1H4; GSTP1; AR; EHMT2; PLAT; TP53	2024-07-25	
Melphalan Flufenamide	Y	Y	N		N	2021	N	<a href="https://go.drugbank.com/drugs/DB16627">DB16627</a>	L01AA10	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL4303060">CHEMBL4303060</a>	Relapsed Or Refractory Multiple Myeloma	CTLA4; ABCB1; IFNG; MGMT; RORC; POLR1G; ABL1; SLC7A5; FANCC; NFE2L2; OPLAH; ABCC1; CDKN1A; CDK12; CYP3A4; NR1H4; GSTP1; AR; EHMT2; PLAT; TP53	2024-07-24	
Mercaptopurine	Y	Y	N		Y	1953	Y	<a href="https://go.drugbank.com/drugs/DB01033">DB01033</a>	L01BB02	<a href="https://www.ebi.ac.uk/chembl/compound_report_card/CHEMBL1425">CHEMBL1425</a>	Acute Lymphoblastic Leukaemias (ALL); Acute Promyelocytic Leukemia (APL); Lymphoma, Lymphoblastic	IDH1; KDM4A; BAZ2B	2024-07-24	
